signal_id,true_label,agent_action,route_taken,agent_confidence,label_match,is_quarantined,high_risk_hits,max_risk_score,ml_risk_prob,ml_shannon_entropy,rag_similarity,structural_hallucination_rate,calibration_error,flag_epistemic_uncertainty,flag_retrieval_uncertainty,flag_structural_hallucination,flag_overconfident_llm
PF-356685,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9597036856665423,0.24364913370631844,0.07840000000000003,0.0,0.009703685666542339,False,True,False,False
PF-527586,PHISHING,VALID,ESCALATION_RAG_LLM,0.95,False,False,4,0.96,0.9091692411199416,0.439236719983625,0.26839999999999997,0.0,0.04083075888005838,True,False,False,False
PF-530489,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9167852649570962,0.41340643474811767,0.11140000000000005,0.0,0.03321473504290373,True,False,False,False
PF-377543,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9396305918980596,0.3289095893002384,0.2794,0.0,0.010369408101940314,True,False,False,False
PF-528634,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9579723709928757,0.25151278105308217,0.32410000000000005,0.0,0.007972370992875732,False,False,False,False
PF-264152,VALID,VALID,ESCALATION_RAG_LLM,0.95,True,False,5,0.96,0.9483298910079193,0.2934495400175455,0.21319999999999995,0.0,0.0016701089920806433,True,False,False,False
PF-195577,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9428481491343566,0.3160335060550579,0.3062,0.0,0.0071518508656434054,True,False,False,False
PF-867612,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9508744167945942,0.2826708217726789,0.19810000000000005,0.0,0.0008744167945942127,False,False,False,False
PF-434361,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9436027199100945,0.3129742523718239,0.13549999999999995,0.0,0.006397280089905477,True,False,False,False
PF-953149,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9624596739302427,0.23089872276542117,0.1028,0.0,0.01245967393024272,False,False,False,False
PF-241204,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,4,0.96,0.8655110176219042,0.5696219505039076,0.2632,0.0,0.08448898237809577,True,False,False,False
PF-602506,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9533092543015452,0.27216958138617264,0.08860000000000001,0.0,0.0033092543015452724,False,True,False,False
PF-904402,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9577298871452166,0.2526054708708456,0.12880000000000003,0.0,0.007729887145216607,False,False,False,False
PF-284407,VALID,VALID,ESCALATION_RAG_LLM,0.9083,True,False,5,0.95,0.9082562673300041,0.44226354313441585,0.08499999999999996,0.0,4.3732669995910634e-05,True,True,False,False
PF-263000,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9449789684179027,0.307354642324836,0.08540000000000003,0.0,0.005021031582097213,True,True,False,False
PF-949211,VALID,VALID,ESCALATION_RAG_LLM,0.9495,True,False,5,0.95,0.9495338130293298,0.2883739948123975,0.10709999999999997,0.0,3.381302932981001e-05,True,False,False,False
PF-788528,PHISHING,VALID,ESCALATION_RAG_LLM,0.85,False,False,4,0.96,0.7467527587536772,0.8163844293263729,0.23119999999999996,0.0,0.10324724124632279,True,False,False,False
PF-394229,VALID,SPAM,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9444243946753352,0.30962537631054315,0.21889999999999998,0.0,0.005575605324664723,True,False,False,False
PF-874026,SPAM,SPAM,ESCALATION_RAG_LLM,0.85,True,False,5,0.95,0.7525395232952569,0.807228207730479,0.3387,0.0,0.09746047670474312,True,False,False,False
PF-916696,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,4,0.95,0.9363242094805142,0.3418668304733617,0.017000000000000015,0.0,0.013675790519485753,True,True,False,False
PF-919218,SPAM,VALID,ESCALATION_RAG_LLM,0.85,False,False,5,0.95,0.5465034247982933,0.9937511189004635,0.11399999999999999,0.0,0.3034965752017067,True,False,False,True
PF-591181,VALID,VALID,ESCALATION_RAG_LLM,0.9257,True,False,5,0.9,0.9257295179695224,0.38166186266829843,0.3033,0.0,2.9517969522441234e-05,True,False,False,False
PF-312194,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.8926795518876149,0.4917803360197692,0.2902,0.0,0.057320448112385014,True,False,False,False
PF-272906,VALID,VALID,ESCALATION_RAG_LLM,0.9401,True,False,5,0.95,0.9401484387830203,0.32685539061958657,0.2549,0.0,4.843878302029925e-05,True,False,False,False
PF-744260,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9587367026518997,0.2480546783058403,0.34630000000000005,0.0,0.008736702651899741,False,False,False,False
PF-856449,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9613952432078964,0.23585806754448954,0.14180000000000004,0.0,0.011395243207896422,False,False,False,False
PF-882041,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9595157220465289,0.24450819669879129,0.33630000000000004,0.0,0.009515722046528952,False,False,False,False
PF-158029,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.9543,True,False,5,0.95,0.9543339554017098,0.2676932165899944,0.21830000000000005,0.0,3.395540170980649e-05,False,False,False,False
PF-527396,PHISHING,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9393372499459421,0.3300701907072429,0.2229,0.0,0.010662750054057812,True,False,False,False
PF-285238,SPAM,VALID,ESCALATION_RAG_LLM,0.548,False,False,5,0.95,0.5480052323121072,0.9933403582940785,0.2901,0.0,5.232312107139592e-06,True,False,False,False
PF-340340,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9568932765502992,0.2563594220864823,0.3923,0.0,0.006893276550299254,False,False,False,False
PF-858054,VALID,VALID,ESCALATION_RAG_LLM,0.9499,True,False,5,0.95,0.9499295969378112,0.28669594898220485,0.2633,0.0,2.9596937811238178e-05,True,False,False,False
PF-917317,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.511491230723891,0.9996189553554361,0.25370000000000004,0.0,0.43850876927610893,True,False,False,True
PF-376318,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9532067057822703,0.27261567513669394,0.21999999999999997,0.0,0.003206705782270336,False,False,False,False
PF-213148,VALID,VALID,ESCALATION_RAG_LLM,0.5832,True,False,5,0.95,0.5832132787184364,0.9799269916074638,0.13759999999999994,0.0,1.3278718436371406e-05,True,False,False,False
PF-105997,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9600500271230151,0.2420627695668828,0.27949999999999997,0.0,0.01005002712301517,False,False,False,False
PF-315792,VALID,VALID,ESCALATION_RAG_LLM,0.85,True,False,5,0.95,0.6563845605017514,0.9282364849108331,0.18359999999999999,0.0,0.19361543949824855,True,False,False,False
PF-261349,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.9561,True,False,5,0.95,0.9560790850492289,0.25998926657421045,0.2541,0.0,2.0914950771055985e-05,False,False,False,False
PF-215092,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9424752408865119,0.31753974641317095,0.3264,0.0,0.007524759113488044,True,False,False,False
PF-550483,VALID,VALID,ESCALATION_RAG_LLM,0.9559,True,False,5,0.95,0.9558515160221338,0.2609997292936094,0.22619999999999996,0.0,4.8483977866164985e-05,False,False,False,False
PF-605721,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.555573486884036,0.9910702863004596,0.29900000000000004,0.0,0.394426513115964,True,False,False,True
PF-587435,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9574546206901745,0.25384334805471626,0.33699999999999997,0.0,0.0074546206901745515,False,False,False,False
PF-831352,SPAM,SPAM,ESCALATION_RAG_LLM,0.85,True,False,5,0.95,0.7651965461036782,0.7862912764291825,0.3024,0.0,0.08480345389632182,True,False,False,False
PF-635128,VALID,VALID,ESCALATION_RAG_LLM,0.9544,True,False,5,0.95,0.9543959954622,0.2674210885482181,0.35529999999999995,0.0,4.004537800028629e-06,False,False,False,False
PF-642250,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9558815734907089,0.26086636837446026,0.2901,0.0,0.005881573490708947,False,False,False,False
PF-663369,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.7088340714490117,0.8702225946428088,0.3023,0.0,0.24116592855098828,True,False,False,True
PF-549790,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.6722839237769045,0.9125758606769803,0.33120000000000005,0.0,0.27771607622309546,True,False,False,True
PF-292230,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.9541,True,False,5,0.95,0.9541004510289426,0.26871630239863015,0.3146,0.0,4.5102894263848725e-07,False,False,False,False
PF-728728,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9548557732472222,0.26540036509867676,0.07979999999999998,0.0,0.004855773247222195,False,True,False,False
PF-738306,VALID,VALID,ESCALATION_RAG_LLM,0.9431,True,False,4,0.96,0.9430793063310575,0.3150979547067021,0.20379999999999998,0.0,2.0693668942528554e-05,True,False,False,False
PF-733715,VALID,VALID,ESCALATION_RAG_LLM,0.937,True,False,5,0.9,0.9370347853959938,0.33910495092233556,0.2734,0.0,3.478539599377495e-05,True,False,False,False
PF-365665,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9365491457203047,0.3409938718773865,0.2743,0.0,0.013450854279695279,True,False,False,False
PF-550963,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,4,0.95,0.9568153090422435,0.2567080156350119,0.07730000000000004,0.0,0.006815309042243589,False,True,False,False
PF-203851,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9563757455214773,0.25866934787864115,0.1643,0.0,0.0063757455214773495,False,False,False,False
PF-438107,VALID,VALID,ESCALATION_RAG_LLM,0.8517,True,False,4,0.95,0.8517339176626114,0.6054841113847539,0.32889999999999997,0.0,3.391766261140461e-05,True,False,False,False
PF-780296,VALID,VALID,ESCALATION_RAG_LLM,0.9463,True,False,4,0.95,0.9463058690520819,0.3018867803289158,0.1864,0.0,5.869052081886039e-06,True,False,False,False
PF-463726,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,4,0.95,0.9561928454869587,0.25948347563614227,0.21840000000000004,0.0,0.0061928454869587535,False,False,False,False
PF-326040,SPAM,SPAM,ESCALATION_RAG_LLM,0.85,True,False,4,0.95,0.563899071777958,0.9881864078391497,0.16180000000000005,0.0,0.28610092822204203,True,False,False,True
PF-942056,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.8957806472350535,0.4822296820150675,0.20779999999999998,0.0,0.054219352764946493,True,False,False,False
PF-817159,VALID,VALID,ESCALATION_RAG_LLM,0.95,True,False,4,0.95,0.8222769951372483,0.6750704071381906,0.2257,0.0,0.12772300486275168,True,False,False,False
PF-309891,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.96,0.9546890536010103,0.26613391199902303,0.14270000000000005,0.0,0.004689053601010351,False,False,False,False
PF-476884,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.958088613236554,0.2509882194944581,0.30710000000000004,0.0,0.008088613236554076,False,False,False,False
PF-257854,PHISHING,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.8532981806435096,0.6015246871196777,0.1493,0.0,0.09670181935649036,True,False,False,False
PF-317975,VALID,VALID,ESCALATION_RAG_LLM,0.9386,True,False,4,0.95,0.938635535660907,0.3328376881576787,0.4252,0.0,3.5535660906971245e-05,True,False,False,False
PF-761779,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9513408538682916,0.28067356948062755,0.2106,0.0,0.001340853868291636,False,False,False,False
PF-997117,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9562504623831133,0.25922713484873144,0.28300000000000003,0.0,0.006250462383113331,False,False,False,False
PF-678170,VALID,VALID,ESCALATION_RAG_LLM,0.753,True,False,5,0.9,0.7529951216867191,0.8064963642053904,0.26380000000000003,0.0,4.87831328088717e-06,True,False,False,False
PF-809897,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.6045401070039436,0.9682327694894677,0.27780000000000005,0.0,0.3454598929960564,True,False,False,True
PF-451181,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.955871141730789,0.26091265618193943,0.25739999999999996,0.0,0.0058711417307890645,False,False,False,False
PF-251153,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9414521125170184,0.3216533997798906,0.17579999999999996,0.0,0.00854788748298152,True,False,False,False
PF-444290,VALID,VALID,ESCALATION_RAG_LLM,0.9513,True,False,5,0.9,0.9513099082066162,0.2808062860564008,0.17210000000000003,0.0,9.908206616171533e-06,False,False,False,False
PF-939796,VALID,VALID,ESCALATION_RAG_LLM,0.9014,True,False,5,0.95,0.9013570392763403,0.46467906108234214,0.2784,0.0,4.296072365972403e-05,True,False,False,False
PF-891243,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9611194138660379,0.23713596568538822,0.13270000000000004,0.0,0.011119413866037986,False,False,False,False
PF-888159,PHISHING,VALID,ESCALATION_RAG_LLM,0.98,False,False,5,0.95,0.9531157405110671,0.27301109618387215,0.31210000000000004,0.0,0.026884259488932916,False,False,False,False
PF-794348,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.6671229748518122,0.9178388498287857,0.20399999999999996,0.0,0.2828770251481878,True,False,False,True
PF-357786,PHISHING,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9569165443033262,0.2562553505417135,0.2388,0.0,0.006916544303326222,False,False,False,False
PF-875654,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.96,0.9608112038802665,0.2385604072425246,0.15859999999999996,0.0,0.010811203880266573,False,False,False,False
PF-447889,VALID,VALID,ESCALATION_RAG_LLM,0.9519,True,False,5,0.95,0.9519270094574828,0.2781540685718585,0.132,0.0,2.700945748279615e-05,False,False,False,False
PF-911844,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.9255,True,False,5,0.95,0.9254767602874289,0.38258116277899934,0.06820000000000004,0.0,2.323971257112145e-05,True,True,False,False
PF-715342,VALID,VALID,ESCALATION_RAG_LLM,0.9515,True,False,5,0.95,0.9515085861999723,0.27995369652894686,0.32699999999999996,0.0,8.586199972238084e-06,False,False,False,False
PF-815227,VALID,VALID,ESCALATION_RAG_LLM,0.95,True,False,5,0.9,0.6647518438093284,0.9201987664135742,0.274,0.0,0.28524815619067156,True,False,False,True
PF-284310,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9592864280860861,0.24555437849098058,0.2974,0.0,0.009286428086086151,False,False,False,False
PF-913595,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.6460109972099589,0.9375802072072514,0.28359999999999996,0.0,0.30398900279004104,True,False,False,True
PF-164054,VALID,VALID,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9373273417778325,0.3379642567149894,0.279,0.0,0.012672658222167454,True,False,False,False
PF-250639,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,4,0.95,0.9571845446260889,0.25505527572680353,0.26780000000000004,0.0,0.007184544626088973,False,False,False,False
PF-884279,VALID,VALID,ESCALATION_RAG_LLM,0.9568,True,False,5,0.9,0.9567647330354494,0.25693402797415626,0.14670000000000005,0.0,3.526696455058431e-05,False,False,False,False
PF-767107,PHISHING,VALID,ESCALATION_RAG_LLM,0.85,False,False,5,0.95,0.6339955148902231,0.9475547537529978,0.24019999999999997,0.0,0.21600448510977688,True,False,False,True
PF-948970,PHISHING,VALID,ESCALATION_RAG_LLM,0.98,False,False,5,0.95,0.9203902681214848,0.4008025613049881,0.26990000000000003,0.0,0.05960973187851515,True,False,False,False
PF-761019,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9565746872647356,0.2577825014345582,0.18179999999999996,0.0,0.006574687264735646,False,False,False,False
PF-607708,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9542230890107177,0.2681791957358497,0.15239999999999998,0.0,0.004223089010717773,False,False,False,False
PF-208104,VALID,VALID,ESCALATION_RAG_LLM,0.8595,True,False,5,0.95,0.8595127064715434,0.5855135681811543,0.22319999999999995,0.0,1.2706471543388886e-05,True,False,False,False
PF-120345,VALID,VALID,ESCALATION_RAG_LLM,0.9515,True,False,5,0.95,0.95150489597799,0.2799695436623588,0.32909999999999995,0.0,4.895977990027056e-06,False,False,False,False
PF-410496,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,4,0.95,0.9625989407343153,0.2302465367751329,0.09360000000000002,0.0,0.012598940734315334,False,True,False,False
PF-349781,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.9349,True,False,5,0.95,0.9349413107017474,0.3472069929591144,0.3376,0.0,4.131070174739904e-05,True,False,False,False
PF-884008,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9349465091337207,0.3471870043446459,0.2864,0.0,0.015053490866279273,True,False,False,False
PF-547001,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9570626472273643,0.2556014309146807,0.17869999999999997,0.0,0.0070626472273643826,False,False,False,False
PF-685308,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.96,0.96005041033317,0.2420610118392448,0.16949999999999998,0.0,0.010050410333170001,False,False,False,False
PF-200092,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,4,0.95,0.9589831323514049,0.24693522072393098,0.21619999999999995,0.0,0.00898313235140491,False,False,False,False
PF-647521,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9016994961185366,0.46358505122689997,0.1906,0.0,0.04830050388146334,True,False,False,False
PF-388038,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.7444479710300352,0.8199598703172888,0.30189999999999995,0.0,0.20555202896996472,True,False,False,True
PF-847021,VALID,VALID,ESCALATION_RAG_LLM,0.8811,True,False,5,0.95,0.881116364968967,0.5261433725474784,0.2036,0.0,1.6364968966953164e-05,True,False,False,False
PF-523777,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9127110922215658,0.42735521333005744,0.1703,0.0,0.03728890777843419,True,False,False,False
PF-792585,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9578958519228902,0.25185782114214095,0.27859999999999996,0.0,0.007895851922890218,False,False,False,False
PF-842310,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.9598,True,False,4,0.95,0.9598277501017928,0.2430813918173132,0.32320000000000004,0.0,2.7750101792789472e-05,False,False,False,False
PF-361960,SPAM,VALID,ESCALATION_RAG_LLM,0.5852,False,False,5,0.96,0.5851583448130319,0.9789729581179225,0.24009999999999998,0.0,4.165518696819248e-05,True,False,False,False
PF-847789,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9583383909649289,0.24985941386119673,0.06020000000000003,0.0,0.008338390964928943,False,True,False,False
PF-519654,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.96,0.8360532347196368,0.6436684152499448,0.23809999999999998,0.0,0.11394676528036318,True,False,False,False
PF-608765,VALID,VALID,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.838316579276127,0.6383216642661641,0.16049999999999998,0.0,0.11168342072387294,True,False,False,False
PF-335364,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.9569,True,False,5,0.95,0.9568948178187456,0.25635252891722105,0.27159999999999995,0.0,5.182181254337337e-06,False,False,False,False
PF-886836,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9595210699965276,0.2444837727603123,0.22550000000000003,0.0,0.009521069996527687,False,False,False,False
PF-734548,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.5709389653717744,0.9854306348963671,0.14400000000000002,0.0,0.3790610346282256,True,False,False,True
PF-176519,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9397635465217777,0.3283828369064053,0.09109999999999996,0.0,0.010236453478222218,True,True,False,False
PF-105820,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,4,0.95,0.9606872051983908,0.23913245862966878,0.09740000000000004,0.0,0.010687205198390837,False,True,False,False
PF-464241,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9548519674427146,0.26541712055546707,0.1622,0.0,0.004851967442714655,False,False,False,False
PF-344314,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.718432652239973,0.8575776517933695,0.10119999999999996,0.0,0.23156734776002696,True,False,False,True
PF-552088,VALID,VALID,ESCALATION_RAG_LLM,0.9321,True,False,5,0.95,0.932134380785162,0.3579075999318646,0.3893,0.0,3.438078516193599e-05,True,False,False,False
PF-873079,VALID,VALID,ESCALATION_RAG_LLM,0.9431,True,False,5,0.95,0.9430760451453605,0.3151111635201527,0.26370000000000005,0.0,2.395485463957403e-05,True,False,False,False
PF-740420,PHISHING,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9469375552596694,0.2992662481193605,0.17159999999999997,0.0,0.003062444740330572,True,False,False,False
PF-778144,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9492189792865103,0.28970545831361677,0.22529999999999994,0.0,0.0007810207134896219,True,False,False,False
PF-929000,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9507248586137593,0.2833097943034959,0.16010000000000002,0.0,0.0007248586137593716,False,False,False,False
PF-504031,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,5,0.95,0.9589723901664681,0.24698406564542258,0.13590000000000002,0.0,0.008972390166468114,False,False,False,False
PF-183016,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9602608346493208,0.24109499128709172,0.267,0.0,0.010260834649320816,False,False,False,False
PF-329467,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9605690397032033,0.23967705281184315,0.1884,0.0,0.010569039703203331,False,False,False,False
PF-498716,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.7694999240825259,0.778882030110766,0.1694,0.0,0.18050007591747408,True,False,False,False
PF-757019,SPAM,VALID,ESCALATION_RAG_LLM,0.95,False,False,4,0.96,0.7831105763805666,0.754446869964335,0.18410000000000004,0.0,0.16688942361943337,True,False,False,False
PF-756382,SPAM,SPAM,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9616405448136559,0.2347191183330108,0.1794,0.0,0.01164054481365595,False,False,False,False
PF-747286,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.95,True,False,5,0.95,0.9602440312881703,0.24117219391426137,0.1532,0.0,0.010244031288170308,False,False,False,False
PF-720651,PHISHING,PHISHING,ESCALATION_RAG_LLM,0.8849,True,False,5,0.95,0.8849219684539559,0.5150453381302029,0.14839999999999998,0.0,2.1968453955856226e-05,True,False,False,False
PF-613759,VALID,VALID,ESCALATION_RAG_LLM,0.9388,True,False,5,0.95,0.9387915942423527,0.3322232783902331,0.19210000000000005,0.0,8.405757647267365e-06,True,False,False,False
PF-935049,VALID,VALID,ESCALATION_RAG_LLM,0.9486,True,False,5,0.95,0.9485512870512317,0.29251939970836643,0.33089999999999997,0.0,4.871294876829246e-05,True,False,False,False
